temperature_C,pressure_bar,flow_m_s,pH,CO2_ppm,H2S_ppm,DO_mgL,water_cut,inhibitor_eff,CP_voltage,P_corrosion,Corrosion
57.91,33.11,1.384,7.196,367.09,5.113,0.345,0.142,0.327,-0.588,0.6247,1
70.73,34.74,1.739,6.084,48.12,11.266,0.304,0.131,0.267,-0.548,0.7328,1
83.64,28.47,0.477,6.651,352.15,3.666,0.514,0.266,0.279,-0.788,0.8068,1
52.14,23.82,1.159,5.294,6.51,3.775,0,0.489,0.199,-0.352,0.7236,1
46.19,36.37,1.078,5.906,49.03,6.138,0.365,0.303,0.078,-0.887,0.598,1
63.04,29.52,1.176,7.105,371.24,1.953,1.371,0.31,0.374,-1.122,0.4687,1
67.22,38.65,1.688,8.57,373.28,0.188,0,0.12,0.561,-1.1,0.491,1
57.69,18.77,0.89,4.919,307.47,1.307,0,0.145,0.394,-0.787,0.519,0
74.53,30.98,0.797,6.339,194.66,1.359,0,0.237,0.071,-0.659,0.6845,1
46.61,39.59,1.267,6.83,337.09,2.045,2.097,0.506,0.299,-0.93,0.6707,1
66.93,28.23,0.111,6.007,445.9,14.364,0.779,0.157,0.204,-0.395,0.9491,1
53.94,28.87,0.882,7.18,1018.7,8.17,0.338,0.266,0.2,-1.037,0.9471,1
77.19,31.48,0.933,5.807,658.5,13.741,0.541,0.272,0.11,-1.507,0.941,1
79.93,27.21,0.54,6.623,474.74,32.891,0.637,0.053,0.228,-0.395,0.9222,1
52.33,28.44,1.529,6.082,355.99,2.844,0.116,0.062,0.188,-1.059,0.6931,1
54.5,28.31,0.469,7.476,256.1,1.288,0.19,0.36,0.246,-0.987,0.6361,0
68.6,26.86,0.932,5.959,38.56,4.105,0.405,0.322,0.306,-0.678,0.3746,0
56.13,36.14,1.147,6.219,54.3,10.649,0.065,0.187,0.237,-0.852,0.5089,1
59.55,32.31,1.677,7.257,514.91,3.134,0.262,0.096,0.203,-0.835,0.8078,1
60.25,31.25,0.995,5.678,487.84,3.52,0.712,0.09,0.42,-0.869,0.6612,0
40.8,34.04,1.468,6.555,285.93,0.722,0,0.039,0.334,-0.974,0.3447,0
59.86,28.68,1.35,5.042,173.32,2.728,2.066,0.255,0.136,-0.641,0.7145,0
53.1,26.13,1.062,5.63,7.91,2.447,0.952,0.06,0.143,-0.898,0.571,1
55.07,26.99,0.455,6.806,118.88,2.167,0,0.085,0.384,-0.608,0.2608,0
74.44,30.01,0.283,5.707,163.75,10.915,0,0.166,0.103,-0.79,0.8839,1
47.43,24.7,1.053,6.064,199.55,0.306,0.087,0.381,0.267,-1.002,0.5741,1
68.13,27.5,0.729,6.894,794.9,17.904,0.911,0.21,0.236,-0.914,0.924,1
57.21,27.42,1.46,6.037,34.53,0.041,0.794,0.374,0.098,-0.797,0.4869,0
57.2,40.62,1.373,7.158,219.48,14.556,0.433,0.3,0.01,-0.943,0.6347,1
67.9,16.13,0.908,6.673,137.62,3.971,0.139,0.372,0.365,-0.713,0.3254,1
63.4,29.1,0.421,6.849,1384.51,6.061,0,0.062,0.143,-0.738,0.9848,1
65.71,38.63,1.255,7.493,593.86,1.036,0.258,0.122,0.199,-1.085,0.8576,1
69.68,30.61,0.491,6.756,173.3,5.31,0,0.168,0.098,-0.69,0.6601,1
56.69,33.77,0.621,7.731,2429.16,10.684,0.261,0.115,0.167,-0.661,0.9992,1
53.88,30.5,0.51,7.229,216.5,0.751,1.299,0.381,0.23,-0.88,0.6052,0
49.15,26.66,0.931,6.081,54.86,0.68,0.037,0.139,0.222,-1.013,0.4662,0
51.75,18.79,1.585,7.535,243.49,1.812,0.867,0.33,0.155,-0.736,0.6143,1
89.49,31.03,0.997,6.711,76.93,0.882,0.958,0.17,0.143,-0.906,0.6727,0
72.45,26.12,0.778,6.184,303.44,0.586,0,0.095,0.179,-1.161,0.7425,1
46.49,26,0.237,6.723,831.49,5.671,0,0.154,0.365,-0.849,0.8635,1
46.78,27.51,1.276,7.39,462.81,1.203,1.141,0.391,0.181,-0.692,0.7481,1
64.82,38.72,0.61,6.864,95.72,5.498,0,0.256,0.204,-0.96,0.5826,0
65.47,42.02,1.059,7.958,105.66,9.9,0.466,0.085,0.321,-1.108,0.305,1
65.49,31.09,0.823,7.369,21.54,5.278,1.724,0.322,0.202,-0.872,0.5311,0
57.45,27.68,1.419,6.919,101.01,0.636,1.088,0.219,0.236,-0.782,0.5379,1
58.75,24.11,0.921,5.679,29.16,4.262,0.551,0.167,0.293,-0.668,0.6136,1
63.28,32.34,0.971,6.356,207.61,2.501,1.004,0.156,0.211,-0.534,0.7839,1
60.86,38.91,1.243,6.557,369.66,2.103,0.466,0.288,0.337,-0.978,0.4566,0
37.81,28.76,2.053,7.057,417.31,1.918,1.111,0.17,0.157,-0.855,0.7215,1
57.7,18.11,1.444,7.01,18.41,13.256,0,0.255,0.159,-0.8,0.4898,1
51.49,33.35,0.956,6.636,124.63,6.784,0.416,0.15,0.096,-0.856,0.5383,0
61.75,34.93,1.002,6.596,101.98,0.718,0,0.223,0.184,-1.144,0.56,0
89.85,22.07,0.738,7.076,33.05,3.231,0.597,0.153,0.145,-0.842,0.6448,0
63.67,30.88,0.525,5.813,135.05,1.915,0.358,0.447,0.392,-0.476,0.5935,0
56.86,32.26,0.724,7.856,106.71,19.07,1.316,0.357,0.217,-0.959,0.5517,1
69.22,29.63,0.614,4.862,301.95,19.09,0.927,0.054,0.279,-0.87,0.8235,1
64.83,26.05,1.327,7.664,644.45,1.925,0.184,0.25,0.224,-0.22,0.9328,1
64.2,35.08,0.464,6.464,182,2.17,0.256,0.014,0.415,-0.654,0.3385,1
66.07,27.98,1.667,7.302,411.91,4.574,0.728,0.195,0.518,-0.944,0.5143,0
80.57,22.57,1.376,6.791,47.35,3.263,0.156,0.213,0.313,-1.031,0.3216,0
48.69,19.75,1.01,6.777,676.04,1.198,0.481,0.07,0.117,-0.925,0.8492,1
64.74,36.3,1,6.943,49.67,5.4,1.29,0.269,0.517,-1.147,0.2677,0
50.74,33.08,0.721,7.147,64,2.033,0.003,0.28,0.498,-0.921,0.2153,1
65.56,30.44,1.135,6.237,33.77,5.302,0.231,0.282,0.297,-0.585,0.7032,1
50.81,27.8,1.544,7.328,111.18,2.42,0.316,0.257,0.379,-0.651,0.2405,0
55.83,27.36,0.648,5.632,241.16,6.023,2.395,0.246,0.455,-0.9,0.4725,1
57.05,24.62,0.233,6.496,1326.71,5.51,0.865,0.262,0.161,-0.691,0.9907,1
69.76,27.84,1.352,7.169,473.04,3.555,1.179,0.042,0.136,-0.685,0.8197,0
69.18,19.4,1.162,7.296,143.62,6.099,0.961,0.353,0.301,-0.7,0.3463,0
47.54,26.32,0.44,6.869,257.3,3.09,1.001,0.208,0.121,-0.737,0.6158,1
60.55,28.45,0.633,6.185,292.9,0.617,0.784,0.057,0.122,-0.965,0.6878,0
52.9,33.05,0.57,7.217,519.02,1.005,0.719,0.213,0.401,-0.694,0.5288,1
47.41,29.8,0.638,5.965,400.06,1.412,0,0.162,0.157,-0.9,0.8022,1
57.83,33.97,0.838,7.901,252.7,0.327,0.715,0.11,0.333,-0.83,0.3577,0
56.92,36.75,0.867,6.432,331.86,6.213,0.435,0.558,0.026,-0.659,0.7076,1
84.27,35.29,0.675,5.268,411.03,2.29,0.827,0.225,0.329,-0.544,0.8346,1
64.33,32.35,0.621,5.544,42.86,0.491,0.457,0.126,0.648,-0.903,0.3578,0
46.22,30.06,0.886,6.535,67.11,8.573,0.958,0.052,0.649,-0.745,0.2229,0
54.35,25.1,1.084,6.612,349.99,5.755,1.064,0.206,0.212,-0.894,0.7083,0
70.21,33.7,0.842,8.076,569.99,3.009,0,0.142,0.363,-1.198,0.6489,1
80.88,38.4,1.579,5.669,157.91,1.421,0.24,0.157,0.245,-0.547,0.8799,0
44.14,31.71,1.254,6.532,1171.97,0.823,0,0.162,0.371,-0.714,0.8825,1
41.2,39.59,0.205,5.652,73.03,3.066,0.643,0.108,0.306,-0.984,0.5048,0
78.71,22.37,1.262,6.106,161.72,10.825,0.32,0.216,0.182,-0.729,0.692,1
63.9,24.23,1.303,7.847,142.7,1.044,1.313,0.027,0.598,-0.598,0.4765,1
51.32,34.28,0.783,5.591,799.05,4.204,0.624,0.107,0.286,-0.948,0.9324,0
65.35,31.32,0.252,6.97,100.8,16.31,0.209,0.117,0.249,-0.798,0.7612,1
33.64,36.57,1.004,6.814,190.91,5.068,1.063,0.085,0.687,-0.759,0.2937,0
60.03,29.92,0.996,6.481,62.19,2.899,0.309,0.156,0.027,-1.036,0.5218,1
63.28,25.66,0.439,6.916,220.98,6.3,0.201,0.318,0.371,-0.922,0.3725,0
69.24,28.93,0.274,5.572,584.32,8.703,0.736,0.238,0.293,-0.76,0.9604,1
49.86,22.34,0.956,7.825,108.74,4.464,1.468,0.124,0.382,-0.772,0.2362,0
60.86,24.36,0.883,8.04,499.47,10.272,1.012,0.125,0.558,-0.793,0.566,0
50.75,34.86,0.791,6.538,726.79,3.614,0.84,0.402,0.444,-0.56,0.8014,1
62.55,34.36,0.958,8.438,22.73,8.861,2.151,0.102,0.475,-0.567,0.3939,0
51.05,31.82,0.449,6.181,423.7,15.185,0.061,0.057,0.235,-0.738,0.7392,0
55.92,21.39,0.783,6.82,88.45,3.478,0.047,0.41,0.326,-0.994,0.2467,0
50.04,28.21,1.267,7.646,57.83,4.644,0.587,0.262,0.301,-0.681,0.2099,0
66.51,23.88,0.825,6.133,275.73,4.701,1.409,0.402,0.053,-1.024,0.7021,1
68.58,35.88,0.164,5.395,366.85,7.603,0,0.176,0.152,-0.979,0.9257,1
57.65,27.08,0.764,5.211,150.64,8.657,1.553,0.084,0.138,-0.908,0.7016,0
60.38,24.57,0.465,8.149,11.99,0.138,0,0.214,0.158,-0.941,0.4859,1
45.51,30.15,1.134,6.077,718.1,6.609,0.427,0.075,0.461,-0.73,0.6691,1
57,26.8,1.159,6.351,393.63,7.658,0.604,0.01,0.298,-0.705,0.7448,1
59.5,37.42,0.171,5.61,95.1,6.027,0,0.191,0.594,-1.04,0.5806,0
86.21,26.33,1.38,7.259,206.07,6.253,0.127,0.136,0.172,-0.69,0.7488,1
48.88,23,0.444,5.875,8.46,0.211,0.978,0.04,0.274,-0.802,0.5561,0
74.64,19.24,1.78,6.107,124.33,2.917,1.365,0.044,0.258,-1.117,0.6378,0
69.97,29.85,0.976,6.74,221.78,8.524,0,0.432,0.173,-0.359,0.8198,1
62.81,27.19,0.377,5.649,218.46,13.591,0.608,0.07,0.075,-0.837,0.7616,0
77.59,22.86,0.429,6.357,70.03,1.303,0.432,0.225,0.591,-0.905,0.3234,1
63.72,35.95,1.174,7.622,449.84,4.328,0.564,0.272,0.125,-0.947,0.7898,1
63.89,33.34,0.804,6.843,106.52,8.157,0.31,0.254,0.211,-0.958,0.586,1
59.47,29.86,0.952,6.604,260.54,6.98,0,0.361,0.088,-0.751,0.6728,1
72.24,36.82,1.806,6.672,95.04,4.823,1.425,0.037,0.289,-0.991,0.6058,1
70.96,33.31,0.65,6.189,166.1,0.094,1.196,0.066,0.386,-0.83,0.3584,0
53.74,25.89,1.03,8.097,69.77,6.435,0.438,0.178,0.131,-1.026,0.5085,1
46.81,24.8,1.71,5.85,300.72,7.419,0.207,0.39,0.265,-0.559,0.8644,1
57.97,34.09,1.135,6.669,166.32,6.416,0.134,0.087,0.174,-0.769,0.6007,0
52,31.98,0.197,6.592,4.87,7.258,0,0.125,0.333,-0.944,0.3554,1
59.36,30.85,1.253,7.307,8.57,2.819,0.712,0.093,0.298,-1.242,0.4783,1
72.37,25.77,0.418,7.383,191.11,25.378,0.968,0.089,0.552,-1.019,0.3943,1
55.43,33.04,1.703,6.474,60.72,7.366,0.583,0.266,0.371,-0.985,0.2388,0
59.57,26.22,0.589,6.733,263.87,4.322,0.448,0.3,0.166,-0.926,0.6644,1
60.58,29.49,2.485,6.763,157.37,13.605,0.58,0.331,0.265,-0.496,0.7565,1
68.48,37.23,1.734,4.682,318.76,11.941,0,0.067,0.172,-0.745,0.8286,0
37.53,26.7,0.602,5.229,913.45,8.425,0.2,0.147,0.082,-0.833,0.9521,1
53.93,22.14,1.01,6.016,225.7,4.147,0.4,0.295,0.167,-0.727,0.612,0
62.11,24.74,1.377,6.051,464.47,3.744,0.918,0.205,0.348,-0.607,0.5339,0
72,34.97,1.392,5.541,419.56,1.993,1.327,0.079,0.429,-0.664,0.6679,0
55.08,31.27,1.221,7.1,764.51,1.444,0.363,0.585,0.21,-0.635,0.8904,0
41.23,29.36,1.626,6.502,72.25,3.591,0,0.159,0.453,-0.809,0.217,1
66.2,27.45,0.939,6.328,526.91,4.311,0.521,0.134,0.267,-0.654,0.8327,1
53.65,32.43,0.817,5.495,707.81,1.402,1.707,0.066,0.091,-1.358,0.9165,1
48.1,25.75,0.827,6.464,149.65,12.794,0,0.098,0.144,-0.624,0.5496,1
53.76,31.53,1.429,4.399,112.98,4.074,1.032,0.152,0.467,-0.844,0.3576,0
58.15,26.34,1.183,6.37,911.19,3.738,1.302,0.095,0.209,-0.933,0.9306,1
53.95,25.51,1.146,6.551,296.36,2.86,0.284,0.047,0.617,-0.725,0.3701,1
37.94,26.81,1.398,6.694,143.74,0.299,0.08,0.143,0.353,-0.682,0.2556,0
68.97,28.12,0.026,5.249,470.82,10.702,0.845,0.122,0.618,-0.304,0.9123,1
72.75,29.76,1.155,6.68,108.93,1.906,0.712,0.268,0.195,-0.759,0.6182,1
66.52,31.18,1.109,5.667,58.22,5.143,0.917,0.151,0.246,-0.89,0.6803,0
48.62,11.56,1.834,5.85,235.56,4.675,1.744,0.029,0.361,-0.81,0.4272,0
57.99,25.96,0.236,7.074,250.56,4.391,0.6,0.156,0.46,-0.692,0.5526,1
59.93,28.04,1.779,8.111,524.17,3.73,0,0.127,0.263,-1.279,0.8132,1
65.99,37.53,1.038,6.541,183.21,1.001,0.54,0.351,0.518,-0.743,0.3474,0
66.68,24.6,1.244,5.846,505.55,1.647,0.645,0.329,0.237,-0.622,0.886,1
52.66,30.81,1.838,6.651,111.89,3.714,1.26,0.208,0.234,-0.847,0.5222,0
60.82,37.48,1.28,7.251,256.96,7.788,0.382,0.264,0.19,-0.841,0.6764,1
64.57,23.44,1.2,6.997,70.14,2.828,0.255,0.373,0.287,-1.084,0.5503,1
74.56,31.97,1.121,8.694,146.06,1.14,0,0.326,0.266,-0.962,0.6523,0
67.05,25.99,0.758,5.928,584.61,0.46,0.828,0.382,0.122,-0.946,0.9084,1
67.89,27.48,0.986,6.702,73,5.439,2.509,0.184,0.638,-0.712,0.2946,0
60.84,25.98,0.642,7.739,498.6,2.753,0.366,0.175,0.109,-0.653,0.8042,0
74.1,26.34,0.978,7.689,99.75,0.67,0.771,0.112,0.352,-0.519,0.4953,1
64.1,43.61,0.168,4.94,10.53,5.611,0.171,0.069,0.377,-0.729,0.5408,0
51.39,34.22,1.215,6.497,34.94,1.163,0,0.385,0.24,-1.145,0.4582,0
74.03,35.51,0.939,7.688,410.98,3.557,0.761,0.118,0.494,-0.537,0.7137,1
66.98,32.46,0.832,8.813,91.17,1.828,0.517,0.074,0.211,-1.031,0.5776,1
55.57,21.97,1.11,7.063,318.52,13.419,0,0.317,0.242,-0.803,0.6936,1
55.21,31.97,0.283,6.206,360.39,1.296,1.466,0.324,0.222,-0.963,0.8436,1
62.97,35.36,1.965,5.693,126.99,2.723,0.75,0.12,0.534,-0.838,0.411,0
64.63,25.73,0.949,8.275,193.26,16.031,0.544,0.476,0.077,-0.67,0.6508,1
61.97,34.83,0.927,7.083,155.14,1.919,0.247,0.194,0.369,-0.749,0.3111,0
63.11,33.52,0.517,5.822,883.22,5.172,0.743,0.27,0.605,-0.963,0.8767,1
77,39.26,1.012,6.337,115.68,1.904,0.771,0.048,0.5,-0.666,0.3514,0
70.72,27.91,1.693,6.748,60.75,0.586,0.741,0.082,0.56,-0.43,0.4493,1
61.91,24.51,1.518,6.935,136.52,4.938,1.141,0.422,0.072,-0.788,0.5861,0
69.41,28.19,1.427,5.78,332.16,12.387,1.277,0.109,0.446,-0.924,0.607,0
49.67,37.18,1.273,6.009,358.57,3.013,1.703,0.067,0.241,-0.625,0.6848,1
63.98,20.86,0.821,5.178,773.33,4.92,0,0.338,0.526,-0.992,0.832,1
78.09,19.66,0.275,7.332,640.5,4.694,0.156,0.032,0.228,-0.811,0.9518,0
57.82,30.45,0.899,6.227,102.04,2.681,0.717,0.147,0.424,-0.896,0.2616,1
51.52,27.79,0.882,6.873,182.18,4.771,0.033,0.089,0.25,-0.467,0.7265,1
53.48,30.04,1.524,7.638,412.63,1.501,0.129,0.067,0.39,-0.793,0.452,0
49.1,34.73,1.155,6.676,745.01,2.374,0.785,0.023,0.126,-0.916,0.8738,1
52.15,27.24,1.806,6.41,123.37,2.92,1.041,0.252,0.319,-0.894,0.2522,0
56.29,20.63,1.599,6.655,176.33,9.976,1.266,0.239,0.271,-1.301,0.5999,1
45.94,40.22,0.772,6.551,689.21,2.141,0.384,0.373,0.206,-0.865,0.8542,1
60.16,25.01,0.102,7.497,133.18,5.041,0.778,0.186,0.325,-0.741,0.4882,0
69.02,24.7,1.693,6.749,196.47,1.2,0.646,0.197,0.271,-0.868,0.6615,1
50.92,35.52,1.68,6.064,704.6,1.456,0.511,0.229,0.082,-1.005,0.862,1
75.19,28.08,0.317,7.338,486.22,5.227,0.01,0.29,0.161,-0.658,0.8472,1
65.11,29.68,1.755,7.484,83.69,7.184,0,0.173,0.208,-0.801,0.5752,0
70.31,32.41,1.191,5.429,117.82,3.101,0.9,0.314,0.036,-0.406,0.8402,0
53.42,35.42,1.08,7.726,130.6,2.041,0,0.192,0.184,-0.935,0.54,1
68.55,28.33,1.807,6.792,731.65,12.055,0,0.064,0.577,-0.803,0.7532,0
49.08,37.6,1.672,6.727,2053.08,0.73,0.481,0.291,0.463,-0.844,0.9906,1
68.9,19.32,1.326,7.305,446.17,6.378,1.373,0.314,0.498,-0.901,0.5662,0
61.72,33.8,1.237,6.046,198.68,5.859,0,0.149,0.092,-0.638,0.6412,0
65.53,25.8,1.308,7.263,3.07,5.86,0.327,0.104,0.173,-0.801,0.5175,1
48.24,36.86,0.8,6.199,358.69,13.699,0.905,0.207,0.145,-0.768,0.6955,1
51.05,30.71,0.972,5.32,147.97,6.513,0,0.279,0.217,-0.788,0.6715,0
65.97,26.64,0.549,5.702,300.71,1.795,0.372,0.43,0.395,-0.628,0.5552,0
50.52,33.31,0.833,6.954,279.95,2.18,0,0.392,0.055,-0.486,0.7773,0
64.63,34.47,0.817,5.744,196.66,2.481,0,0.084,0.337,-0.953,0.4707,1
46.33,33.21,0.682,7.788,866.8,0.156,0.259,0.278,0.269,-0.824,0.9089,1
68.48,24.85,1.068,7.451,7.03,12.239,0,0.522,0.079,-0.712,0.5351,0
47.67,27.58,0.838,7.567,373.58,0.382,0,0.071,0.089,-0.724,0.6944,0
65.52,29.98,1.251,6.6,158.21,6.016,0.464,0.221,0.409,-0.625,0.3396,1
66.26,29.79,0.189,6.706,375.31,6.55,1.836,0.138,0.102,-0.91,0.8809,0
53.03,33.75,0.943,5.545,337.38,9.28,0.955,0.145,0.151,-0.83,0.7896,1
65.82,19.93,1.066,7.297,3.09,4.03,1.106,0.384,0.744,-0.619,0.2361,0
62.6,31.67,0.845,6.804,100.78,6.46,0.978,0.322,0.402,-0.903,0.29,0
54.61,28.55,0.914,6.954,62.88,1.803,0.081,0.276,0.057,-0.769,0.4952,0
49.91,25.81,0.207,7.851,54.81,6.844,0.686,0.116,0.292,-0.974,0.6714,1
40.37,26.29,1.178,6.015,391.11,2.104,1.159,0.187,0.124,-0.377,0.8283,1
63.5,28.93,1.324,6.399,82.15,11.657,0.997,0.37,0.055,-0.769,0.5662,1
44.35,11.99,1.247,6.761,193.16,0.892,0.617,0.223,0.384,-0.543,0.4451,1
60.95,26.49,1.519,5.752,85.1,1.897,0.812,0.148,0.146,-0.792,0.6625,0
57.37,25.62,1.101,6.35,260.42,3.453,1.978,0.144,0.1,-0.677,0.6522,0
66.79,32.66,1.239,6.894,382.51,7.477,1.004,0.02,0.177,-0.737,0.7744,1
56.98,25.97,1.078,6.24,120.62,6.908,0.311,0.345,0.219,-0.613,0.5625,1
56.71,28.92,1.344,7.547,277.16,1.183,0.456,0.236,0.39,-0.634,0.3695,1
67.32,37.71,0.211,5.291,522.64,0.779,0,0.061,0.207,-0.86,0.9485,1
63.35,34.97,0.553,7.398,29.69,1.812,1.908,0.088,0.506,-0.859,0.2416,0
63.16,34.51,1.793,7.029,372.06,3.306,1.462,0.191,0.09,-0.634,0.7464,1
64.69,27.5,0.23,6.045,117.09,3.872,0.55,0.121,0.418,-0.427,0.6559,0
44.64,32.72,0.93,5.76,39.25,2.803,1.808,0.226,0.126,-0.879,0.5788,1
67.57,28.83,1.586,4.836,236.67,5.44,0.879,0.278,0.134,-0.921,0.7877,1
66.12,29.02,0.953,5.864,76.96,2.789,0.241,0.163,0.36,-1.036,0.3902,1
49.83,32.05,0.797,7.338,516.72,14.624,1.044,0.053,0.208,-0.686,0.7859,0
57.56,27.02,1.065,6.455,13.15,1.512,0.739,0.032,0.539,-0.777,0.2126,1
59.61,37.47,0.823,7.43,31.16,4.936,1.003,0.332,0.538,-0.792,0.2289,0
58.66,29.2,1.015,6.004,220.81,4.726,0,0.141,0.186,-0.736,0.6308,1
63.34,33.09,0.658,7.066,266.71,1.653,0.014,0.256,0.213,-0.722,0.6828,1
74.31,37.28,1.554,5.926,392.67,2.652,1.393,0.374,0.336,-0.773,0.6602,1
70.82,35.16,1.712,5.728,90.03,2.274,1.516,0.23,0.284,-0.692,0.7082,1
46.88,22.96,0.933,6.414,553.09,0.947,1.349,0.259,0.523,-0.653,0.5397,1
66.22,32.22,0.307,5.968,918.19,3.244,1.831,0.194,0.045,-0.656,0.9637,1
73.29,34.25,0.738,5.266,207.37,2.444,0.846,0.037,0.453,-0.791,0.522,1
63.87,34.46,0.908,6.354,428.8,0.982,0.804,0.411,0.198,-0.77,0.7797,1
70.91,24.43,1.253,6.585,223.24,2.988,0,0.178,0.218,-0.968,0.6874,1
80.12,26.71,0.496,7.515,21.6,2.74,0.152,0.086,0.475,-0.925,0.3031,0
70.24,34.97,0.615,7.249,118.41,0.704,0,0.094,0.061,-0.589,0.7613,1
62.49,26.19,1.255,7.476,27.47,0.703,0.307,0.082,0.423,-0.956,0.2373,1
70.45,28.5,1.469,7.076,1349.68,5.214,0,0.125,0.398,-1.032,0.9529,1
61.45,37.88,0.689,6.766,78.03,6.131,1.149,0.08,0.291,-0.671,0.5531,0
60.24,29.76,0.333,5.517,303.1,14.166,0.733,0.188,0.271,-0.683,0.7964,1
56.49,26.37,2.642,6.62,100.37,0.455,0,0.115,0.284,-0.766,0.5327,1
75.63,25.61,1.392,6.977,317.74,0.627,0.386,0.131,0.26,-0.643,0.7624,0
51.82,31.66,0.866,7.666,70.87,0.266,1.681,0.184,0.475,-1.143,0.2225,1
75.32,23.33,1.435,7.049,461.51,3.799,0.425,0.307,0.272,-0.717,0.8308,1
65,28.76,0.938,7.492,35.23,4.874,0,0.157,0.433,-0.859,0.2508,0
46.01,31.67,1.434,5.674,676.57,2.584,0,0.035,0.169,-0.867,0.9029,1
63.68,36.5,1.08,6.239,550.57,7.995,0,0.135,0.216,-0.617,0.8423,1
39,33.34,1.046,6.843,340.71,5.803,0.821,0.369,0.254,-0.588,0.8134,1
66.26,26.43,0.943,7.429,20.94,21.287,0.24,0.312,0.425,-0.938,0.2569,0
68.85,35.89,0.276,6.384,70.17,0.742,0.289,0.352,0.389,-0.632,0.4719,0
54.08,28.5,1.969,6.434,588.47,0.3,0.242,0.282,0.177,-0.539,0.9044,1
61.24,23.82,0.529,7.05,39.02,1.607,0.416,0.111,0.608,-0.804,0.239,0
79.54,29.14,0.32,5.599,50.86,0.096,0,0.209,0.245,-0.781,0.7198,1
54.94,37.19,0.894,7.786,235.58,13.486,0.69,0.141,0.333,-0.723,0.3443,0
49.41,30.83,0.519,5.797,96.13,1.812,0,0.382,0.46,-0.97,0.3292,0
74.82,30.06,0.974,4.965,75.34,4.02,0.046,0.441,0.101,-1.011,0.7155,1
79.63,38.19,1.344,6.508,257.27,1.914,1.106,0.558,0.32,-0.288,0.6375,1
60.04,22.84,1.498,7.859,139.84,1.411,0.726,0.209,0.358,-0.832,0.2932,0
70.11,23.57,1.407,6.969,45.44,0.827,0.911,0.227,0.139,-1.144,0.5594,0
73.41,21.92,0.847,7.101,229.62,1.931,1.79,0.403,0.396,-0.72,0.4151,0
52.58,31.86,1.025,6.533,146.82,4.778,0.464,0.034,0.417,-0.669,0.2674,1
55.15,30.83,1.204,6.378,397.86,17.811,0.513,0.234,0.176,-1.178,0.7401,1
72.31,37.71,0.121,5.264,32.53,4.083,0.341,0.465,0.507,-0.891,0.5851,1
76.85,31.22,1.285,4.692,290.76,3.804,0.234,0.19,0.278,-0.635,0.8333,0
65.63,27.98,0.271,6.657,172.07,0.179,0,0.119,0.412,-0.673,0.5322,1
51.2,30.01,2.02,7.55,156.29,9.166,0.55,0.114,0.138,-0.85,0.5604,1
79.87,30.59,0.798,6.775,79.3,0.229,0.713,0.115,0.254,-0.993,0.6307,1
54.69,21.64,0.908,6.999,9.27,11.835,0.746,0.42,0.342,-0.572,0.3479,0
56.65,43.55,0.615,7.767,564.55,3.868,0.539,0.074,0.562,-1.034,0.5809,1
63.42,32.6,0.685,6.763,118.54,0.922,1.056,0.151,0.031,-0.394,0.7358,1
75.54,31.05,2.137,6.402,342.85,3.005,0.518,0.276,0.367,-0.678,0.5098,0
68.54,33.08,1.47,5.845,884.58,26.476,0.254,0.045,0.272,-0.969,0.9635,1
64.15,33.55,0.225,8.118,249.72,1.82,0,0.136,0.176,-0.856,0.8223,1
64.63,29.3,1.752,6.921,151.82,1.57,0,0.409,0.161,-0.898,0.6102,1
60.44,26.84,1.597,5.745,93.7,0.628,1.376,0.067,0.292,-0.774,0.6659,1
65.58,33,0.859,5.563,815.63,4.546,0.081,0.105,0.453,-0.814,0.853,1
34.7,31.93,1.153,7.502,343.78,0.467,0,0.192,0.258,-0.64,0.6751,1
57.03,25.95,0.993,5.67,328.34,7.262,0.249,0.208,0.079,-0.802,0.7983,1
62.41,37.1,1.986,7.983,166.62,12.58,0.333,0.137,0.559,-0.825,0.3314,0
48.49,31.47,0.602,4.295,559.39,13.432,1.483,0.24,0.26,-0.856,0.873,1
63.86,33.65,1.073,7.638,375.19,0.571,0.303,0.296,0.08,-0.629,0.7508,1
57.96,36.96,0.786,6.89,99.88,4.085,2.08,0.35,0.275,-0.563,0.7024,0
77.55,30.11,0.283,6.595,274.57,0.511,0.538,0.153,0.268,-1.026,0.867,1
75.73,31.58,2.096,6.36,168.74,4.243,1.734,0.241,0.345,-0.609,0.3824,1
55.34,34.05,0.409,8.013,1.98,8.436,1.036,0.27,0.301,-0.527,0.3459,0
58.49,26.38,1.11,7.066,494.49,3.859,0.717,0.183,0.544,-0.914,0.5383,0
59.26,30.27,0.13,5.777,39.32,10.281,1.447,0.22,0.233,-0.836,0.7946,0
55.48,30.63,0.8,5.125,213.98,8.089,1.173,0.186,0.704,-0.845,0.4506,0
61.95,25.22,1.211,6.642,122.94,1.619,0.881,0.216,0.138,-0.695,0.5764,1
52.42,41.59,0.588,6.499,125.61,4.973,1.891,0.163,0.316,-0.915,0.2545,0
48.69,22.96,1.293,5.284,194.66,0.037,0.201,0.328,0.297,-0.57,0.8152,0
66.23,23.51,0.865,6.456,1745.06,2.521,0,0.177,0.252,-1.269,0.9948,1
66.3,36.57,1.58,6.041,157.47,1.359,0.094,0.112,0.302,-0.819,0.3314,1
51.96,33.57,1.681,6.507,60.39,13.832,1.551,0.638,0.445,-0.848,0.2262,0
